species;order;common_name;invasivness;interdigitation;link_url;;;;;;;;;;;
Enhydra_lutris;Carnivora;sea_otter;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/seaotter.htm;;;;;;;;;;;
Eumetopias_jubatus;Carnivora;Steller_sea lion;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Felis_catus;Carnivora;cat;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/cat.html;;;;;;;;;;;
Felis_chaus;Carnivora;jungle_cat;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/cat.html;;;;;;;;;;;
Felis_margaritaat;Carnivora;sand_cat;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/cat.html;;;;;;;;;;;
Felis_nigripes;Carnivora;black-footed_cat;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/cat.html;;;;;;;;;;;
Felis_silvestris;Carnivora;European_wildcat;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/cat.html;;;;;;;;;;;
Genetta_tigrina;Carnivora;Cape_genet;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Gulo_gulo;Carnivora;wolverine;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Halichoerus_grypus;Carnivora;grey_seal;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Helarctos_malayanus;Carnivora;sun_bear;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Helogale_hirtula;Carnivora;Ethiopian_dwarf mongoose;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Hemigalus_derbyanus;Carnivora;banded_palm civet;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Hyaena_brunnea;Carnivora;brown_hyena;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Hyaena_hyaena;Carnivora;striped_hyena;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Hydrictis_maculicollis;Carnivora;spotted-necked_otter;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Hydrurga_leptonyx;Carnivora;leopard_seal;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Leopardus_geoffroyi;Carnivora;Geoffroy's_cat;Endotheliochorial;Labyrinthine;https://books.google.com/books?id=0mmQDwAAQBAJ&pg=PA202&lpg=PA202&dq=margay+placenta&source=bl&ots=_wRnuhoQDV&sig=ACfU3U3Ujc6go9Yd84NAOqiMTtAhJaLK8Q&hl=en&sa=X&ved=2ahUKEwj7vsak1_nkAhWFpp4KHVadD8c4ChDoATAGegQICRAC#v=onepage&q=margay%20placenta&f=false (page 202);;;;;;;;;;;
Leopardus_pajeros;Carnivora;Pampas_cat;Endotheliochorial;Labyrinthine;https://books.google.com/books?id=0mmQDwAAQBAJ&pg=PA202&lpg=PA202&dq=margay+placenta&source=bl&ots=_wRnuhoQDV&sig=ACfU3U3Ujc6go9Yd84NAOqiMTtAhJaLK8Q&hl=en&sa=X&ved=2ahUKEwj7vsak1_nkAhWFpp4KHVadD8c4ChDoATAGegQICRAC#v=onepage&q=margay%20placenta&f=false (page 202);;;;;;;;;;;
Leopardus_pardalis;Carnivora;ocelot;Endotheliochorial;Labyrinthine;https://books.google.com/books?id=0mmQDwAAQBAJ&pg=PA202&lpg=PA202&dq=margay+placenta&source=bl&ots=_wRnuhoQDV&sig=ACfU3U3Ujc6go9Yd84NAOqiMTtAhJaLK8Q&hl=en&sa=X&ved=2ahUKEwj7vsak1_nkAhWFpp4KHVadD8c4ChDoATAGegQICRAC#v=onepage&q=margay%20placenta&f=false (page 202);;;;;;;;;;;
Leopardus_wiedii;Carnivora;margay;Endotheliochorial;Labyrinthine;https://books.google.com/books?id=0mmQDwAAQBAJ&pg=PA202&lpg=PA202&dq=margay+placenta&source=bl&ots=_wRnuhoQDV&sig=ACfU3U3Ujc6go9Yd84NAOqiMTtAhJaLK8Q&hl=en&sa=X&ved=2ahUKEwj7vsak1_nkAhWFpp4KHVadD8c4ChDoATAGegQICRAC#v=onepage&q=margay%20placenta&f=false (page 202);;;;;;;;;;;
Leptailurus_serval;Carnivora;serval;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Leptonychotes_weddellii;Carnivora;Weddell_seal;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Lobodon_carcinophagus;Carnivora;crabeater_seal;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Lontra_canadensis;Carnivora;North_American river otter;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Lutra_cinerea;Carnivora;Asian_small-clawed otter;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Lycaon_pictus;Carnivora;African_wild dog;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Lynx_canadensis;Carnivora;Canada_lynx;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Lynx_lynx;Carnivora;Eurasian_lynx;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Lynx_rufus;Carnivora;bobcat;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Martes_americana;Carnivora;American_pine marten;Endotheliochorial;Labyrinthine;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Martes_zibellina;Carnivora;sable;Endotheliochorial;Labyrinthine;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Melursus_ursinus;Carnivora;sloth_bear;Hemochorial;Labyrinthine;http://placentation.ucsd.edu/slbear.htm;;;;;;;;;;;
Mirounga_angustirostris;Carnivora;northern_elephant seal;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Mungos_mungo;Carnivora;banded_mongoose;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Mustela_putorius;Carnivora;European_polecat;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Mustela_vison;Carnivora;American_mink;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Myocastor_coypus;Carnivora;coypu;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Nandinia_binotata;Carnivora;African_palm civet;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Nasua_narica;Carnivora;white-nosed_coati;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/nasua.html;;;;;;;;;;;
Nasua_nasua;Carnivora;South_American coati;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/nasua.html;;;;;;;;;;;
Neofelis_nebulosa;Carnivora;clouded_leopard;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Neovison_vison;Carnivora;American_mink;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Odobenus_rosmarus;Carnivora;walrus;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/walrusfs.htm;;;;;;;;;;;
Otaria_flavescens;Carnivora;South_American sea lion;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Otocolobus_manul;Carnivora;Pallas's_cat;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Otocyon_megalotis;Carnivora;bat-eared_fox;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Panthera_leo;Carnivora;lion;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/lionfs.htm;;;;;;;;;;;
Panthera_onca;Carnivora;jaguar;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Panthera_tigris;Carnivora;tiger;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Panthera_uncia;Carnivora;snow_leopard;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Paradoxurus_hermaphroditus;Carnivora;Asian_palm civet;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Pekania_pennanti;Carnivora;fisher;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Phoca_largha;Carnivora;spotted_seal;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/seal.htm;;;;;;;;;;;
Phoca_vitulina;Carnivora;harbor_seal;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/seal.htm;;;;;;;;;;;
Poecilogale_albinucha;Carnivora;African_striped weasel;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Potos_flavus;Carnivora;kinkajou;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Prionailurus_bengalensis);Carnivora;leopard_cat;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Prionailurus_viverrinus;Carnivora;fishing_cat;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Procyon_lotor;Carnivora;raccoon;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Proteles_cristata;Carnivora;aardwolf;Endotheliochorial;Labyrinthine;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Pteronura_brasiliensis;Carnivora;giant_otter;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Puma_concolor;Carnivora;cougar;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Puma_yagouaroundi;Carnivora;jaguarundi;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Pusa_hispida;Carnivora;ringed_seal;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Speothos_venaticus;Carnivora;bush_dog;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Spilogale_pygmaea;Carnivora;pygmy_spotted skunk;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Suricata_suricatta;Carnivora;meerkat;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Taxidea_taxus;Carnivora;American_badger;Endotheliochorial;Labyrinthine;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Tremarctos_ornatus;Carnivora;spectacled_bear;Endotheliochorial;Labyrinthine;https://www.ncbi.nlm.nih.gov/pubmed/6721184;;;;;;;;;;;
Uncia_uncia;Carnivora;snow_leopard;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Urocyon_cinereoargenteus;Carnivora;gray_fox;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Urocyon_littoralis;Carnivora;island_fox;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Ursus_americanus;Carnivora;American_black bear;Endotheliochorial;Labyrinthine;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Ursus_arctos;Carnivora;brown_bear;Endotheliochorial;Labyrinthine;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Ursus_maritimus;Carnivora;polar_bear;Endotheliochorial;Labyrinthine;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Ursus_thibetanus;Carnivora;Asian_black bear;Endotheliochorial;Labyrinthine;http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html;;;;;;;;;;;
Viverra_civettina;Carnivora;Malabar_large-spotted civet;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Viverricula_indica;Carnivora;small_Indian civet;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Vulpes_lagopus;Carnivora;Arctic_fox;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Vulpes_macrotis;Carnivora;kit_fox;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Vulpes_velox;Carnivora;swift_fox;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Vulpes_vulpes;Carnivora;red_fox;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Vulpes_zerda;Carnivora;fennec_fox;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Zalophus_californianus;Carnivora;California_sea lion;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Delphinapterus_leucas;Cetacea;beluga_whale;Epitheliochorial;Villous;https://placentation.ucsd.edu/hippofs.htm;;;;;;;;;;;
Delphinus_delphis;Cetacea;short-beaked_common dolphin;Epitheliochorial;Villous;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Delphinus_delphis;Cetacea;killer_whale;Epitheliochorial;Villous;http://placentation.ucsd.edu/killerwhale.htm;;;;;;;;;;;
Phocoena_phocoena;Cetacea;harbour_porpoise;Epitheliochorial;Trabecular;https://pmc.ncbi.nlm.nih.gov/articles/PMC3934202/;;;;;;;;;;;
Sotalia_fluviatilis;Cetacea;tucuxi;Epitheliochorial;Villous;https://www.ncbi.nlm.nih.gov/pubmed/17597550;;;;;;;;;;;
Stenella_coeruleoalba;Cetacea;striped_dolphin;Epitheliochorial;Villous;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Tasmacetus_shepherdi;Cetacea;Shepherd's_beaked whale;Epitheliochorial;Villous;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Tursiops_truncatus;Cetacea;common_bottlenose dolphin;Epitheliochorial;Villous;https://placentation.ucsd.edu/hippofs.htm;;;;;;;;;;;
Tragelaphus_sylvaticus;Cetartiodactyla;Cape_bushbuck;Epitheliochorial;Villous;https://www.ncbi.nlm.nih.gov/pubmed/16712927;;;;;;;;;;;
Acerodon_jubatus;Chiroptera;giant_golden-crowned flying fox;Hemochorial;Labyrinthine;https://onlinelibrary.wiley.com/doi/epdf/10.1002/jez.b.21216;;;;;;;;;;;
Acerodon_lucifer;Chiroptera;giant_golden-crowned flying fox;Hemochorial;Labyrinthine;https://onlinelibrary.wiley.com/doi/epdf/10.1002/jez.b.21216;;;;;;;;;;;
Artibeus_jamaicensis;Chiroptera;Mexican_fruit bat;Endotheliochorial;Labyrinthine;https://pmc.ncbi.nlm.nih.gov/articles/PMC13084540/;;;;;;;;;;;
Artibeus_lituratus;Chiroptera;great_fruit-eating bat;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0012160624002161;;;;;;;;;;;
Carollia_perspicillata;Chiroptera;Seba's_short-tailed bat;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Chaerephon_plicata;Chiroptera;wrinkle-lipped_free-tailed bat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Chrotopterus_auritus;Chiroptera;big-eared_woolly bat;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0012160624002161;;;;;;;;;;;
Cynopterus_sphinx;Chiroptera;greater_short-nosed fruit bat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Desmodus_rotundus;Chiroptera;common_vampire bat;Endotheliochorial;Labyrinthine;https://placentation.ucsd.edu/vampirebat.htm;;;;;;;;;;;
Epomophorus_wahlbergi;Chiroptera;Wahlberg's_epauletted fruit bat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0012160624002161;;;;;;;;;;;
Furipterus_horrens;Chiroptera;thumbless_bat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Glossophaga_soricina;Chiroptera;Pallas's_long-tongued bat;Endotheliochorial;Labyrinthine;https://link.springer.com/article/10.1007/BF03050914;;;;;;;;;;;
Leptonycteris_nivalis;Chiroptera;greater_long-nosed bat;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0012160624002161;;;;;;;;;;;
Leptonycteris_yerbabuenae;Chiroptera;lesser_long-nosed bat;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0012160624002161;;;;;;;;;;;
Macrotus_californicus;Chiroptera;California_leaf-nosed bat;Hemochorial;Labyrinthine;https://onlinelibrary.wiley.com/doi/epdf/10.1002/ar.1091820208;;;;;;;;;;;
Megaderma_lyra;Chiroptera;greater_false vampire bat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Miniopterns_schreibersi;Chiroptera;common_bent-wing bat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Molossus_ater;Chiroptera;black_mastiff bat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Mormoops_megalophylla;Chiroptera;ghost-faced_bat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Myotis_lucifugus;Chiroptera;little_brown bat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Myzopoda_aurita;Chiroptera;Madagascar_sucker-footed bat;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Natalus_tumidirostris;Chiroptera;Trinidadian_funnel-eared bat;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Phyllostomus_discolor;Chiroptera;pale_spear-nosed bat;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0012160624002161;;;;;;;;;;;
Pteronotus_davyi;Chiroptera;Davy's_(lesser) naked-backed bat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Pteronotus_parnellii;Chiroptera;Parnell's_mustached bat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Pteropus_giganteus;Chiroptera;Indian_flying fox;Hemochorial;Labyrinthine;https://www.researchgate.net/publication/230228374_Development_and_placentation_of_the_Indian_fruit_bat_Pteropus_giganteus_giganteus_Brunnich;;;;;;;;;;;
Pteropus_hypomelanus;Chiroptera;small_flying fox;Hemochorial;Labyrinthine;https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0067584;;;;;;;;;;;
Pteropus_poliocephalus;Chiroptera;grey-headed_flying fox;Hemochorial;Labyrinthine;https://www.researchgate.net/publication/230228374_Development_and_placentation_of_the_Indian_fruit_bat_Pteropus_giganteus_giganteus_Brunnich;;;;;;;;;;;
Pteropus_rodricensis;Chiroptera;Rodrigues_flying fox;Hemochorial;Labyrinthine;https://www.researchgate.net/publication/230228374_Development_and_placentation_of_the_Indian_fruit_bat_Pteropus_giganteus_giganteus_Brunnich;;;;;;;;;;;
Rhinolophus_rouxii;Chiroptera;rufous_horseshoe bat;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Rhinopoma_hardwickei;Chiroptera;esser_mouse-tailed bat;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Rousettus_aegyptiacus;Chiroptera;Egyptian_fruit bat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Rousettus_lanosus;Chiroptera;long-haired_rousette;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Rousettus_leschenaulti;Chiroptera;Leschenault's_rousette;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Saccopteryx_bilineata;Chiroptera;greater_sac-winged bat;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Tadarida_brasiliensis;Chiroptera;Mexican_free-tailed bat;Endotheliochorial;Labyrinthine;http://placentation.ucsd.edu/freetailedbat.htm;;;;;;;;;;;
Taphozous_melanopogon;Chiroptera;black-bearded_tomb bat;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Thyroptera_tricolor;Chiroptera;Spixs_disk-winged bat;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Chaetophractus_vellerosus;Cingulata;screaming_hairy armadillo;Hemochorial;Trabecular;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3447719/;;;;;;;;;;;
Chaetophractus_villosus;Cingulata;big_hairy armadillo;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Dasypus_hybridus;Cingulata;southern_long-nosed armadillo;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Dasypus_novemcinctus;Cingulata;nine-banded_armadillo;Hemochorial;Trabecular;http://placentation.ucsd.edu/arm.html;;;;;;;;;;;
Euphractus_sexcinctus;Cingulata;six-banded_armadillo;Hemochorial;Trabecular;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Tolypeutes_tricinctus;Cingulata;Brazilian_three-banded armadillo;Endotheliochorial;Trabecular;http://placentation.ucsd.edu/3bandedarmadillofs.htm;;;;;;;;;;;
Cynocephalus_volans;Dermoptera;Philippine_flying lemur;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Atelerix_albiventris;Erinaceomorpha;four-toed_hedgehog;Hemochorial;Labyrinthine;https://onlinelibrary.wiley.com/doi/pdf/10.1002/jmor.20289;;;;;;;;;;;
Erinaceus_europaeus;Erinaceomorpha;European_hedgehog;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S014340041630529X;;;;;;;;;;;
Blarina_brevicauda;Eulipotyphla;northern_short-tailed shrew;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Scalopus_aquaticus;Eulipotyphla;common_mole;Epitheliochorial;Villous;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Solenodon_paradoxus;Eulipotyphla;Hispaniolan_solenodon;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Sorex_araneus;Eulipotyphla;common_shrew;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Sorex_fumeus;Eulipotyphla;smoky_shrew;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Sorex_minutus;Eulipotyphla;Eurasian_pygmy shrew;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Suncus_murinus;Eulipotyphla;Asian_house shrew;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Talpa_europaea;Eulipotyphla;European_mole;Endotheliochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Heterohyrax_brucei;Hyracoidea;yellow-spotted_rock hyrax;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Procavia_capensis;Hyracoidea;rock_hyrax;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Brachylagus_idahoensis;Lagomorpha;pygmy_rabbit;Hemochorial;Labyrinthine;https://greatbasin.wr.usgs.gov/docs/pyra_oliver_rpt2004.pdf;;;;;;;;;;;
Lepus_americanus;Lagomorpha;snowshoe_hare;Hemochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Ochotona_princeps;Lagomorpha;American_pika;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Oryctolagus_cuniculus;Lagomorpha;European_rabbit;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Sylvilagus_aquaticus;Lagomorpha;swamp_rabbit;Hemochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Sylvilagus_audubonii;Lagomorpha;desert_cottontail;Hemochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Sylvilagus_floridanus;Lagomorpha;eastern_cottontail;Hemochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Sylvilagus_transitionalis;Lagomorpha;New_England cottontail;Hemochorial;Labyrinthine;https://placentation.ucsd.edu/placenta.html;;;;;;;;;;;
Elephantulus_brachyrhynchus;Macroscelidea;short-snouted_elephant shrew;Hemochorial;Labyrinthine;https://books.google.com/books?id=yQzSe71g2AcC&pg=PA702&lpg=PA702&dq=Elephantulus+brachyrhynchus+placenta&source=bl&ots=lmr1jpn5EJ&sig=ACfU3U0YoCEQH4YQOzSyd1zk1KbtTw0Neg&hl=en&sa=X&ved=2ahUKEwjH4JekmIPlAhWFnp4KHQ6DAfMQ6AEwEXoECAoQAg#v=onepage&q=Elephantulus%20brachyrhynchus%20placenta&f=false;;;;;;;;;;;
Elephantulus_myurus;Macroscelidea;eastern_rock elephant shrew;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Elephantulus_rufescens;Macroscelidea;rufous_elephant shrew;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
Macroscelides_proboscideus;Macroscelidea;round-eared_elephant shrew;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0012160624002161;;;;;;;;;;;
Petrodromus_tetradactylus;Macroscelidea;four-toed_elephant shrew;Hemochorial;Labyrinthine;https://www.sciencedirect.com/science/article/pii/S0143400409002677;;;;;;;;;;;
